date_time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2]
2000-01-01 01:00:00,4.0,69,3.1,260,0,0,0
2000-01-01 02:00:00,3.0,68,3.1,260,0,0,0
2000-01-01 03:00:00,3.0,63,3.6,270,0,0,0
2000-01-01 04:00:00,2.0,67,2.1,300,0,0,0
2000-01-01 05:00:00,0.0,72,2.1,290,0,0,0
2000-01-01 06:00:00,-1.0,78,2.6,310,0,0,0
2000-01-01 07:00:00,-2.0,85,1.5,320,0,0,0
2000-01-01 08:00:00,-2.0,85,0.0,0,0,0,0
2000-01-01 09:00:00,-2.0,85,2.1,330,81,234,55
2000-01-01 10:00:00,-1.0,78,1.5,310,190,500,72
2000-01-01 11:00:00,0.0,66,2.1,360,288,511,121
2000-01-01 12:00:00,0.0,66,1.5,60,217,109,176
2000-01-01 13:00:00,1.0,61,2.6,70,220,90,185
2000-01-01 14:00:00,1.0,61,1.5,50,199,106,162
2000-01-01 15:00:00,1.0,67,2.6,90,122,35,113
2000-01-01 16:00:00,1.0,67,2.6,80,72,86,58
2000-01-01 17:00:00,0.0,72,1.5,80,1,0,1
2000-01-01 18:00:00,0.0,72,2.1,100,0,0,0
2000-01-01 19:00:00,0.1,72,2.9,110,0,0,0
2000-01-01 20:00:00,1.0,72,3.6,110,0,0,0
2000-01-01 21:00:00,1.0,86,4.1,120,0,0,0
2000-01-01 22:00:00,1.0,93,4.6,110,0,0,0
2000-01-01 23:00:00,1.0,93,5.1,110,0,0,0
2000-01-02 00:00:00,2.0,93,4.6,110,0,0,0
2000-01-02 01:00:00,1.0,93,4.1,110,0,0,0
2000-01-02 02:00:00,1.0,100,2.1,110,0,0,0
2000-01-02 03:00:00,2.0,93,1.5,130,0,0,0
2000-01-02 04:00:00,2.0,93,0.0,0,0,0,0
2000-01-02 05:00:00,2.0,93,0.0,0,0,0,0
2000-01-02 06:00:00,2.0,93,0.0,0,0,0,0
2000-01-02 07:00:00,2.0,93,2.1,50,0,0,0
2000-01-02 08:00:00,1.0,100,2.6,10,0,0,0
2000-01-02 09:00:00,1.0,100,1.5,340,12,0,12
2000-01-02 10:00:00,1.0,100,0.0,0,37,0,37
2000-01-02 11:00:00,1.0,93,4.1,320,79,0,79
2000-01-02 12:00:00,0.0,92,3.1,330,62,0,62
2000-01-02 13:00:00,-1.0,92,3.1,330,65,0,65
2000-01-02 14:00:00,0.0,85,3.6,330,68,0,68
2000-01-02 15:00:00,0.0,85,3.1,330,59,0,59
2000-01-02 16:00:00,0.0,92,3.1,320,36,0,36
2000-01-02 17:00:00,-1.0,92,0.0,0,2,0,2
2000-01-02 18:00:00,-3.0,92,0.0,0,0,0,0
