"","OBJECTID","FIPS","COUNTY","STATE","POP2020","SQMI","Shape__Area","Shape__Length","county_fips","zip","zip_54301","zip_54601","zip_54901"
"34",83819,55139002900,"Winnebago County","WI",2371,0.73,3683664.73,9285.59649,55139,54901,FALSE,TRUE,FALSE
"35",83818,55139002800,"Winnebago County","WI",4671,1.72,8658669.801,12879.53231,55139,54901,FALSE,TRUE,FALSE
"36",83817,55139002700,"Winnebago County","WI",2467,0.73,3692713.84,9961.222761,55139,54901,FALSE,TRUE,FALSE
"37",83816,55139002602,"Winnebago County","WI",4759,1.24,6279931.184,10442.0206,55139,54901,FALSE,TRUE,FALSE
"38",83815,55139002601,"Winnebago County","WI",3847,2.7,13636580.43,24921.67729,55139,54901,FALSE,TRUE,FALSE
"39",83814,55139002500,"Winnebago County","WI",5385,1.43,7228612.676,13300.67938,55139,54901,FALSE,TRUE,FALSE
"40",83813,55139002300,"Winnebago County","WI",5952,64.64,325433328.4,100486.0734,55139,54901,FALSE,TRUE,FALSE
"41",83812,55139002202,"Winnebago County","WI",3040,65.96,332510378.5,102505.6285,55139,54901,FALSE,TRUE,FALSE
"42",83811,55139002201,"Winnebago County","WI",5147,36.46,183208367.8,63127.24258,55139,54901,FALSE,TRUE,FALSE
"43",83810,55139002100,"Winnebago County","WI",3917,113.64,569540502.4,130481.6788,55139,54901,FALSE,TRUE,FALSE
"44",83809,55139001900,"Winnebago County","WI",5394,72.33,361363830.9,81022.47262,55139,54901,FALSE,TRUE,FALSE
"45",83808,55139001804,"Winnebago County","WI",4740,5.39,27050350.36,22329.18892,55139,54901,FALSE,TRUE,FALSE
"46",83807,55139001803,"Winnebago County","WI",6143,4.22,21161074.39,20590.0735,55139,54901,FALSE,TRUE,FALSE
"47",83806,55139001801,"Winnebago County","WI",5623,6.17,30877979.74,23050.0683,55139,54901,FALSE,TRUE,FALSE
"48",83805,55139001700,"Winnebago County","WI",5285,14.21,71309273.85,36548.4343,55139,54901,FALSE,TRUE,FALSE
"49",83804,55139001600,"Winnebago County","WI",4070,22.13,111061726.3,45175.88077,55139,54901,FALSE,TRUE,FALSE
"50",83803,55139001500,"Winnebago County","WI",3166,2.19,10941667.78,15983.75593,55139,54901,FALSE,TRUE,FALSE
"51",83802,55139001400,"Winnebago County","WI",3993,2.43,12176387.91,14523.14689,55139,54901,FALSE,TRUE,FALSE
"52",83801,55139001300,"Winnebago County","WI",2652,1.17,5840947.09,13086.01044,55139,54901,FALSE,TRUE,FALSE
"53",83800,55139001200,"Winnebago County","WI",2013,0.67,3372110.309,9149.600697,55139,54901,FALSE,TRUE,FALSE
"54",83799,55139001100,"Winnebago County","WI",4170,1.06,5314912.992,9988.839502,55139,54901,FALSE,TRUE,FALSE
"55",83798,55139001000,"Winnebago County","WI",2721,1.18,5913228.957,11281.68731,55139,54901,FALSE,TRUE,FALSE
"56",83797,55139000900,"Winnebago County","WI",3266,1.79,8960621.594,13535.76112,55139,54901,FALSE,TRUE,FALSE
"57",83796,55139000800,"Winnebago County","WI",3098,0.54,2719894.848,7373.011716,55139,54901,FALSE,TRUE,FALSE
"58",83795,55139000700,"Winnebago County","WI",5224,0.52,2600048.152,7250.14813,55139,54901,FALSE,TRUE,FALSE
"59",83794,55139000400,"Winnebago County","WI",2884,1.09,5464001.742,9936.01224,55139,54901,FALSE,TRUE,FALSE
"60",83793,55139000300,"Winnebago County","WI",4156,29.15,146017655.8,52133.25021,55139,54901,FALSE,TRUE,FALSE
"61",83792,55139000200,"Winnebago County","WI",2624,0.54,2707368.207,7652.765132,55139,54901,FALSE,TRUE,FALSE
"62",83791,55139000100,"Winnebago County","WI",2985,0.56,2794218.699,7077.754642,55139,54901,FALSE,TRUE,FALSE
"63",83956,55137960202,"Waushara County","WI",NA,73.85,371106865.6,99426.83645,55137,54930,FALSE,TRUE,FALSE
"64",83955,55137960201,"Waushara County","WI",NA,33.44,168544827.3,59372.90288,55137,54930,FALSE,TRUE,FALSE
"65",83790,55137960800,"Waushara County","WI",4574,67.29,337639659.7,97403.7597,55137,54930,FALSE,TRUE,FALSE
"66",83789,55137960700,"Waushara County","WI",4442,75.97,380686181.3,102087.3661,55137,54930,FALSE,TRUE,FALSE
"67",83788,55137960600,"Waushara County","WI",2060,32.88,164744407.9,62464.79399,55137,54930,FALSE,TRUE,FALSE
"68",83787,55137960400,"Waushara County","WI",3510,136.62,685574380.3,110214.0283,55137,54930,FALSE,TRUE,FALSE
"69",83786,55137960300,"Waushara County","WI",3370,107.88,543748354.5,110281.3614,55137,54930,FALSE,TRUE,FALSE
"70",83785,55137960100,"Waushara County","WI",2873,109.48,551236406.8,128423.3894,55137,54930,FALSE,TRUE,FALSE
"71",83784,55135101200,"Waupaca County","WI",3974,76.45,388142340.1,119824.4984,55135,54929,FALSE,TRUE,FALSE
"72",83783,55135101100,"Waupaca County","WI",4960,11.59,59278343.27,50063.49706,55135,54929,FALSE,TRUE,FALSE
"73",83782,55135101000,"Waupaca County","WI",6024,9.37,47481884.99,47158.76437,55135,54929,FALSE,TRUE,FALSE
"74",83781,55135100900,"Waupaca County","WI",5815,8.76,44464143.29,34218.45883,55135,54929,FALSE,TRUE,FALSE
"75",83780,55135100800,"Waupaca County","WI",4859,71.19,360080097.3,126898.4578,55135,54929,FALSE,TRUE,FALSE
"76",83779,55135100700,"Waupaca County","WI",3398,50.47,255544944.9,115505.6638,55135,54929,FALSE,TRUE,FALSE
"77",83778,55135100600,"Waupaca County","WI",5023,71.84,363189548.2,100451.7923,55135,54929,FALSE,TRUE,FALSE
"78",83777,55135100500,"Waupaca County","WI",3052,32.53,164934618.6,60503.38953,55135,54929,FALSE,TRUE,FALSE
"79",83776,55135100400,"Waupaca County","WI",4292,106.69,542965332.6,131501.444,55135,54929,FALSE,TRUE,FALSE
"80",83775,55135100300,"Waupaca County","WI",3770,77.74,395973886.3,95786.90926,55135,54929,FALSE,TRUE,FALSE
"81",83774,55135100200,"Waupaca County","WI",2876,165.32,844530802.5,192089.2422,55135,54929,FALSE,TRUE,FALSE
"82",83773,55135100100,"Waupaca County","WI",3909,83.2,425636347.8,156928.4077,55135,54929,FALSE,TRUE,FALSE
"83",83954,55133204504,"Waukesha County","WI",NA,4.15,20172059.5,26821.38021,55133,53005,TRUE,FALSE,FALSE
"84",83953,55133204503,"Waukesha County","WI",NA,3.11,15122316.94,17374.11971,55133,53005,TRUE,FALSE,FALSE
"85",83952,55133204202,"Waukesha County","WI",NA,4.45,21614574.34,22899.46292,55133,53005,TRUE,FALSE,FALSE
"86",83951,55133204201,"Waukesha County","WI",NA,0.89,4336467.164,10123.62039,55133,53005,TRUE,FALSE,FALSE
"87",83950,55133203806,"Waukesha County","WI",NA,11,53213491.41,37506.00028,55133,53005,TRUE,FALSE,FALSE
"88",83949,55133203805,"Waukesha County","WI",NA,9.61,46539697.54,33510.84599,55133,53005,TRUE,FALSE,FALSE
"89",83948,55133203502,"Waukesha County","WI",NA,7.59,36909708.7,33152.37792,55133,53005,TRUE,FALSE,FALSE
"90",83947,55133203501,"Waukesha County","WI",NA,16.74,81555455.2,38948.23199,55133,53005,TRUE,FALSE,FALSE
"91",83946,55133203308,"Waukesha County","WI",NA,2.65,12873698.06,17306.7433,55133,53005,TRUE,FALSE,FALSE
"92",83945,55133203307,"Waukesha County","WI",NA,3.34,16218946.21,17298.31283,55133,53005,TRUE,FALSE,FALSE
"93",83944,55133203107,"Waukesha County","WI",NA,2.32,11259224.77,15904.71445,55133,53005,TRUE,FALSE,FALSE
"94",83943,55133203106,"Waukesha County","WI",NA,1.07,5181213.07,10311.28675,55133,53005,TRUE,FALSE,FALSE
"95",83942,55133203105,"Waukesha County","WI",NA,1.44,6994533.504,12173.00574,55133,53005,TRUE,FALSE,FALSE
"96",83941,55133203104,"Waukesha County","WI",NA,0.81,3948562.059,8053.540008,55133,53005,TRUE,FALSE,FALSE
"97",83940,55133202304,"Waukesha County","WI",NA,0.53,2565958.707,6926.84163,55133,53005,TRUE,FALSE,FALSE
"98",83939,55133202303,"Waukesha County","WI",NA,1.63,7886547.586,12536.04509,55133,53005,TRUE,FALSE,FALSE
"99",83938,55133202204,"Waukesha County","WI",NA,0.73,3541939.945,9886.443961,55133,53005,TRUE,FALSE,FALSE
"100",83937,55133202203,"Waukesha County","WI",NA,0.5,2411079.418,9768.436604,55133,53005,TRUE,FALSE,FALSE
"101",83936,55133201508,"Waukesha County","WI",NA,0.68,3274814.504,7159.163497,55133,53005,TRUE,FALSE,FALSE
"102",83935,55133201507,"Waukesha County","WI",NA,1.32,6375865.34,10685.41435,55133,53005,TRUE,FALSE,FALSE
"103",83934,55133201205,"Waukesha County","WI",NA,2.29,11135538.04,16626.48897,55133,53005,TRUE,FALSE,FALSE
"104",83933,55133201204,"Waukesha County","WI",NA,1.51,7300474.5,12007.9288,55133,53005,TRUE,FALSE,FALSE
"105",83932,55133201002,"Waukesha County","WI",NA,2.15,10436431.38,16369.74414,55133,53005,TRUE,FALSE,FALSE
"106",83931,55133201001,"Waukesha County","WI",NA,1.2,5829614.152,11673.14457,55133,53005,TRUE,FALSE,FALSE
"107",83772,55133204501,"Waukesha County","WI",2725,24.14,117615741,46794.28879,55133,53005,TRUE,FALSE,FALSE
"108",83771,55133204400,"Waukesha County","WI",2207,4.32,21043398.61,19209.24111,55133,53005,TRUE,FALSE,FALSE
"109",83770,55133204302,"Waukesha County","WI",3845,2.44,11866756.75,15153.32226,55133,53005,TRUE,FALSE,FALSE
"110",83769,55133204301,"Waukesha County","WI",6196,4.94,24024159.67,19404.7778,55133,53005,TRUE,FALSE,FALSE
"111",83768,55133204100,"Waukesha County","WI",5538,26.85,130329725.3,53475.1337,55133,53005,TRUE,FALSE,FALSE
"112",83767,55133204004,"Waukesha County","WI",4546,30.89,149521734.8,59597.37747,55133,53005,TRUE,FALSE,FALSE
"113",83766,55133204003,"Waukesha County","WI",3826,13.37,64751941.48,35919.18975,55133,53005,TRUE,FALSE,FALSE
"114",83765,55133204002,"Waukesha County","WI",5605,36.46,175998117.6,57480.84933,55133,53005,TRUE,FALSE,FALSE
"115",83764,55133203902,"Waukesha County","WI",4435,4.26,20563611.88,25328.5544,55133,53005,TRUE,FALSE,FALSE
"116",83763,55133203901,"Waukesha County","WI",4974,5.93,28603506.67,24984.43518,55133,53005,TRUE,FALSE,FALSE
"117",83762,55133203803,"Waukesha County","WI",4096,12.15,58737181.89,40848.91701,55133,53005,TRUE,FALSE,FALSE
"118",83761,55133203802,"Waukesha County","WI",6231,24.74,119432006,60693.63772,55133,53005,TRUE,FALSE,FALSE
"119",83760,55133203704,"Waukesha County","WI",5119,7.49,36371697.79,36368.29167,55133,53005,TRUE,FALSE,FALSE
"120",83759,55133203703,"Waukesha County","WI",3996,5.35,26010500.7,26505.89368,55133,53005,TRUE,FALSE,FALSE
"121",83758,55133203702,"Waukesha County","WI",5017,15.15,73457947.73,40029.12868,55133,53005,TRUE,FALSE,FALSE
"122",83757,55133203602,"Waukesha County","WI",6254,3.02,14658137.52,15168.00285,55133,53005,TRUE,FALSE,FALSE
"123",83756,55133203601,"Waukesha County","WI",4171,3.36,16358409.24,24318.85146,55133,53005,TRUE,FALSE,FALSE
"124",83755,55133203406,"Waukesha County","WI",6849,19.48,94847555.91,49062.65923,55133,53005,TRUE,FALSE,FALSE
"125",83754,55133203405,"Waukesha County","WI",4485,5.28,25707578.93,23416.90846,55133,53005,TRUE,FALSE,FALSE
"126",83753,55133203404,"Waukesha County","WI",3667,3.25,15797531.8,22363.67875,55133,53005,TRUE,FALSE,FALSE
"127",83752,55133203403,"Waukesha County","WI",5894,5.64,27482427.98,25630.3269,55133,53005,TRUE,FALSE,FALSE
"128",83751,55133203402,"Waukesha County","WI",4105,2.58,12538247.39,14432.10111,55133,53005,TRUE,FALSE,FALSE
"129",83750,55133203305,"Waukesha County","WI",4639,4.54,22038570.14,21698.62023,55133,53005,TRUE,FALSE,FALSE
"130",83749,55133203304,"Waukesha County","WI",4860,6.86,33344694.88,26547.86804,55133,53005,TRUE,FALSE,FALSE
"131",83748,55133203303,"Waukesha County","WI",3925,4.83,23487384.06,23230.79151,55133,53005,TRUE,FALSE,FALSE
"132",83747,55133203200,"Waukesha County","WI",4210,8.05,39095243.8,30810.40095,55133,53005,TRUE,FALSE,FALSE
"133",83746,55133203103,"Waukesha County","WI",4600,0.86,4192428.477,9417.852461,55133,53005,TRUE,FALSE,FALSE
"134",83745,55133203000,"Waukesha County","WI",2649,3.7,17924385.2,20390.18908,55133,53005,TRUE,FALSE,FALSE
"135",83744,55133202902,"Waukesha County","WI",3592,1.85,8982599.809,12345.76496,55133,53005,TRUE,FALSE,FALSE
"136",83743,55133202901,"Waukesha County","WI",4418,2.06,9974653.652,13430.67437,55133,53005,TRUE,FALSE,FALSE
"137",83742,55133202800,"Waukesha County","WI",4291,1.09,5276778.453,11303.88134,55133,53005,TRUE,FALSE,FALSE
"138",83741,55133202700,"Waukesha County","WI",1866,0.22,1074303.926,4580.632848,55133,53005,TRUE,FALSE,FALSE
"139",83740,55133202600,"Waukesha County","WI",3746,0.48,2317167.863,7840.29476,55133,53005,TRUE,FALSE,FALSE
"140",83739,55133202500,"Waukesha County","WI",4109,1.6,7775782.746,12639.70029,55133,53005,TRUE,FALSE,FALSE
"141",83738,55133202400,"Waukesha County","WI",4945,1.28,6209960.164,10843.22524,55133,53005,TRUE,FALSE,FALSE
"142",83737,55133202301,"Waukesha County","WI",4770,2.82,13644928.63,19725.6173,55133,53005,TRUE,FALSE,FALSE
"143",83736,55133202201,"Waukesha County","WI",4371,2.1,10157599.8,13764.96388,55133,53005,TRUE,FALSE,FALSE
"144",83735,55133202103,"Waukesha County","WI",3517,5.67,27420058.11,24394.11716,55133,53005,TRUE,FALSE,FALSE
"145",83734,55133202102,"Waukesha County","WI",4851,7.43,35913613.23,37070.26509,55133,53005,TRUE,FALSE,FALSE
"146",83733,55133202101,"Waukesha County","WI",4321,6.69,32365026.79,34950.74363,55133,53005,TRUE,FALSE,FALSE
"147",83732,55133202002,"Waukesha County","WI",4033,14.94,72069572.38,36816.8187,55133,53005,TRUE,FALSE,FALSE
"148",83731,55133202001,"Waukesha County","WI",5202,21.15,102084356.5,52635.57352,55133,53005,TRUE,FALSE,FALSE
"149",83730,55133201900,"Waukesha County","WI",6174,17.94,86556188.5,39373.20081,55133,53005,TRUE,FALSE,FALSE
"150",83729,55133201800,"Waukesha County","WI",1649,1.93,9324016.477,18648.6802,55133,53005,TRUE,FALSE,FALSE
"151",83728,55133201704,"Waukesha County","WI",5380,9.09,43887286.99,31709.83413,55133,53005,TRUE,FALSE,FALSE
"152",83727,55133201703,"Waukesha County","WI",5883,2.64,12765707.3,20127.55711,55133,53005,TRUE,FALSE,FALSE
"153",83726,55133201701,"Waukesha County","WI",4789,2.61,12623164.78,14979.35782,55133,53005,TRUE,FALSE,FALSE
"154",83725,55133201600,"Waukesha County","WI",5235,13.17,63719342.39,34631.45718,55133,53005,TRUE,FALSE,FALSE
"155",83724,55133201506,"Waukesha County","WI",5202,4.89,23671929.15,25873.19423,55133,53005,TRUE,FALSE,FALSE
"156",83723,55133201505,"Waukesha County","WI",2917,2.39,11549180.2,15402.65039,55133,53005,TRUE,FALSE,FALSE
"157",83722,55133201504,"Waukesha County","WI",6399,2.58,12451193.66,18786.41045,55133,53005,TRUE,FALSE,FALSE
"158",83721,55133201404,"Waukesha County","WI",3794,2.91,14107264.61,15042.52749,55133,53005,TRUE,FALSE,FALSE
"159",83720,55133201403,"Waukesha County","WI",4227,1.93,9334376.699,13194.58395,55133,53005,TRUE,FALSE,FALSE
"160",83719,55133201402,"Waukesha County","WI",5000,2.04,9894196.863,13502.12957,55133,53005,TRUE,FALSE,FALSE
"161",83718,55133201300,"Waukesha County","WI",4888,7.88,38188606.99,26277.89134,55133,53005,TRUE,FALSE,FALSE
"162",83717,55133201203,"Waukesha County","WI",3407,2.36,11466230.94,15214.70016,55133,53005,TRUE,FALSE,FALSE
"163",83716,55133201201,"Waukesha County","WI",2236,2.4,11624676.58,16036.18226,55133,53005,TRUE,FALSE,FALSE
"164",83715,55133201102,"Waukesha County","WI",3345,1.92,9326265.648,14674.42781,55133,53005,TRUE,FALSE,FALSE
"165",83714,55133201101,"Waukesha County","WI",4741,3.88,18833620.15,21880.82291,55133,53005,TRUE,FALSE,FALSE
"166",83713,55133200902,"Waukesha County","WI",4002,3.02,14675120.47,17699.97071,55133,53005,TRUE,FALSE,FALSE
"167",83712,55133200901,"Waukesha County","WI",4427,3,14560325.52,17616.94899,55133,53005,TRUE,FALSE,FALSE
"168",83711,55133200804,"Waukesha County","WI",3904,2.67,12949461.28,19868.42575,55133,53005,TRUE,FALSE,FALSE
"169",83710,55133200803,"Waukesha County","WI",4794,3.53,17143915.94,20849.31188,55133,53005,TRUE,FALSE,FALSE
"170",83709,55133200801,"Waukesha County","WI",5248,5.41,26296561.49,29101.5049,55133,53005,TRUE,FALSE,FALSE
"171",83708,55133200700,"Waukesha County","WI",3806,2.89,14031380.77,18475.30301,55133,53005,TRUE,FALSE,FALSE
"172",83707,55133200600,"Waukesha County","WI",1853,0.79,3850669.746,9920.149858,55133,53005,TRUE,FALSE,FALSE
"173",83706,55133200500,"Waukesha County","WI",6048,2.97,14462153.23,17697.67565,55133,53005,TRUE,FALSE,FALSE
"174",83705,55133200400,"Waukesha County","WI",7328,7.5,36497658.49,26201.01975,55133,53005,TRUE,FALSE,FALSE
"175",83704,55133200300,"Waukesha County","WI",4848,13.61,66237171.37,39747.50659,55133,53005,TRUE,FALSE,FALSE
"176",83703,55133200202,"Waukesha County","WI",5010,3.93,19123817.73,25728.30229,55133,53005,TRUE,FALSE,FALSE
"177",83702,55133200201,"Waukesha County","WI",3650,2.28,11090500.07,13328.56835,55133,53005,TRUE,FALSE,FALSE
"178",83701,55133200103,"Waukesha County","WI",3106,2.11,10258853.05,14927.65371,55133,53005,TRUE,FALSE,FALSE
"179",83700,55133200102,"Waukesha County","WI",5620,1.54,7480902.07,11885.0743,55133,53005,TRUE,FALSE,FALSE
"180",83699,55133200101,"Waukesha County","WI",4686,1.72,8361871.953,13168.5276,55133,53005,TRUE,FALSE,FALSE
"181",83930,55131450108,"Washington County","WI",NA,14.03,68627299.47,33159.80695,55131,53002,TRUE,FALSE,FALSE
"182",83929,55131450107,"Washington County","WI",NA,6.87,33587345.11,27644.54767,55131,53002,TRUE,FALSE,FALSE
"183",83928,55131420108,"Washington County","WI",NA,8.92,43799397.2,28945.32686,55131,53002,TRUE,FALSE,FALSE
"184",83927,55131420107,"Washington County","WI",NA,8.48,41601847.88,29795.91343,55131,53002,TRUE,FALSE,FALSE
"185",83698,55131470204,"Washington County","WI",4523,4.01,19538558.9,17669.35543,55131,53002,TRUE,FALSE,FALSE
"186",83697,55131470203,"Washington County","WI",4596,3.48,16998051.66,19781.46173,55131,53002,TRUE,FALSE,FALSE
"187",83696,55131470202,"Washington County","WI",6262,1.98,9641842.223,13052.60112,55131,53002,TRUE,FALSE,FALSE
"188",83695,55131470100,"Washington County","WI",5485,26.77,130718639.2,56205.09577,55131,53002,TRUE,FALSE,FALSE
"189",83694,55131460102,"Washington County","WI",5443,12.05,58812866.29,31032.91692,55131,53002,TRUE,FALSE,FALSE
"190",83693,55131460101,"Washington County","WI",6501,24.34,118874291.7,53419.96978,55131,53002,TRUE,FALSE,FALSE
"191",83692,55131450106,"Washington County","WI",6086,15.6,76338969.57,47129.91245,55131,53002,TRUE,FALSE,FALSE
"192",83691,55131450105,"Washington County","WI",2926,15.11,74042757.95,40555.17115,55131,53002,TRUE,FALSE,FALSE
"193",83690,55131450103,"Washington County","WI",5723,21.5,105326021.4,45391.05323,55131,53002,TRUE,FALSE,FALSE
"194",83689,55131440200,"Washington County","WI",4080,0.96,4678419.348,12724.68668,55131,53002,TRUE,FALSE,FALSE
"195",83688,55131440106,"Washington County","WI",3984,36.15,176477311.6,53248.19042,55131,53002,TRUE,FALSE,FALSE
"196",83687,55131440105,"Washington County","WI",3760,15.99,78308978.2,48566.61332,55131,53002,TRUE,FALSE,FALSE
"197",83686,55131440104,"Washington County","WI",6476,7.97,38991410.7,31203.45899,55131,53002,TRUE,FALSE,FALSE
"198",83685,55131440103,"Washington County","WI",5205,11.28,55282527.29,36889.95046,55131,53002,TRUE,FALSE,FALSE
"199",83684,55131430100,"Washington County","WI",6131,71.85,353300339.2,79926.55797,55131,53002,TRUE,FALSE,FALSE
"200",83683,55131420402,"Washington County","WI",2145,0.67,3311661.211,8891.579286,55131,53002,TRUE,FALSE,FALSE
"201",83682,55131420401,"Washington County","WI",2241,0.51,2528418.887,7766.32625,55131,53002,TRUE,FALSE,FALSE
"202",83681,55131420300,"Washington County","WI",5959,1.87,9182462.914,13630.64215,55131,53002,TRUE,FALSE,FALSE
"203",83680,55131420200,"Washington County","WI",5689,2.05,10048110.7,15278.92622,55131,53002,TRUE,FALSE,FALSE
"204",83679,55131420106,"Washington County","WI",3706,2.2,10803909.73,13211.72439,55131,53002,TRUE,FALSE,FALSE
"205",83678,55131420105,"Washington County","WI",4958,2.68,13168200.74,18194.97873,55131,53002,TRUE,FALSE,FALSE
"206",83677,55131420104,"Washington County","WI",5112,20.92,102852731.4,59209.48833,55131,53002,TRUE,FALSE,FALSE
"207",83676,55131410100,"Washington County","WI",5414,24.36,119991950.2,44646.08995,55131,53002,TRUE,FALSE,FALSE
"208",83675,55131400104,"Washington County","WI",5994,32.61,160078605.9,58574.60882,55131,53002,TRUE,FALSE,FALSE
"209",83674,55131400103,"Washington County","WI",4114,36.8,181183244.7,53856.92734,55131,53002,TRUE,FALSE,FALSE
"210",83673,55131400102,"Washington County","WI",3949,3.65,17944607.36,18295.5838,55131,53002,TRUE,FALSE,FALSE
"211",83926,55129950502,"Washburn County","WI",NA,107.65,572127344,144031.579,55129,54801,FALSE,FALSE,TRUE
"212",83925,55129950501,"Washburn County","WI",NA,19.35,103217973.5,47678.30178,55129,54801,FALSE,FALSE,TRUE
"213",83672,55129950600,"Washburn County","WI",4537,143.92,765755448.9,150076.6958,55129,54801,FALSE,FALSE,TRUE
"214",83671,55129950300,"Washburn County","WI",2742,210.99,1125622765,185641.1795,55129,54801,FALSE,FALSE,TRUE
"215",83670,55129950200,"Washburn County","WI",1881,147.03,788087248,150860.99,55129,54801,FALSE,FALSE,TRUE
"216",83669,55129950100,"Washburn County","WI",2100,224.38,1207714322,187935.4295,55129,54801,FALSE,FALSE,TRUE
"217",83924,55127001608,"Walworth County","WI",NA,5.4,25761952.68,25726.80936,55127,53114,TRUE,FALSE,FALSE
"218",83923,55127001607,"Walworth County","WI",NA,6.96,33214093.64,30962.19482,55127,53114,TRUE,FALSE,FALSE
"219",83922,55127001606,"Walworth County","WI",NA,13.42,64135090.05,41411.46933,55127,53114,TRUE,FALSE,FALSE
"220",83921,55127001605,"Walworth County","WI",NA,3.32,15886281.69,18355.66445,55127,53114,TRUE,FALSE,FALSE
"221",83920,55127001504,"Walworth County","WI",NA,4.18,19985031.29,22074.73696,55127,53114,TRUE,FALSE,FALSE
"222",83919,55127001503,"Walworth County","WI",NA,2.08,9936052.039,14833.47185,55127,53114,TRUE,FALSE,FALSE
"223",83918,55127000802,"Walworth County","WI",NA,10.9,52133012.45,30218.69176,55127,53114,TRUE,FALSE,FALSE
"224",83917,55127000801,"Walworth County","WI",NA,13.27,63512372.66,42588.91288,55127,53114,TRUE,FALSE,FALSE
"225",83916,55127000304,"Walworth County","WI",NA,52.11,250083149.6,80007.59436,55127,53114,TRUE,FALSE,FALSE
